Timestamp,Application Name,Status,Description,Code,
2016-09-28 04:30:31,  CBS,Failed,SQM: Failed to start upload with file pattern: C:\Windows\servicing\sqm\*_std.sqm,code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:32,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-28 04:30:33,  CBS,Failed,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],code
2016-09-28 04:30:33,  CBS,Failed,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],code
2016-09-28 04:30:33,  CBS,Failed,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],code
2016-09-28 04:30:33,  CBS,Failed,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],code
2016-09-28 04:30:33,  CBS,Failed,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],code
2016-09-28 04:30:33,  CBS,Failed,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],code
2016-09-28 04:30:33,  CBS,Failed,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],code
2016-09-28 04:30:39,  CBS,Failed,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],code
2016-09-28 04:32:17,  CBS,Failed,Failed to create backup log cab. [HRESULT = 0x80070001 - ERROR_INVALID_FUNCTION],code
2016-09-29 00:00:46,  CBS,Failed,SQM: Failed to start upload with file pattern: C:\Windows\servicing\sqm\*_std.sqm,code
2016-09-29 00:00:46,  CBS,Failed,SQM: Failed to start standard sample upload. [HRESULT = 0x80004005 - E_FAIL],code
2016-09-29 00:00:46,  CBS,Failed,SQM: Warning: Failed to upload all unsent reports. [HRESULT = 0x80004005 - E_FAIL],code
2016-09-29 00:01:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:01:47,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 00:03:25,  CBS,Failed,Failed to create backup log cab. [HRESULT = 0x80070001 - ERROR_INVALID_FUNCTION],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:46,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:47,  CBS,Failed,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
